Player,Nation,Position,Squad,Age,Born,Matches Played,Starts,Minutes Played,90s,Goals Scored,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Card,Red Cards,Gls/90,Ast/90,G+A /90,G-PK /90,G+A-PK /90,multi_club_season,Season,season_start_year,prev_ga90,career_seasons_so_far,cum_minutes,minutes_prev_season,minutes_trend,ga90_ewm,ga90_prev_season,ga90_2_seasons_ago,age_sq,matches,avg_possession,avg_shots_for,avg_sot_for,avg_shots_against,goals_for,goals_against,shot_share,target_next_ga90,target_next_90s,target_season,has_target,forecast_2627_ga90,forecast_2627_p10,forecast_2627_p50,forecast_2627_p90,forecast_delta,early_2627_90s,early_2627_ga90
Jackson Tchatchoua,Cameroon,"MF,DF",Wolves,23,2001,31,19,1845,20.5,0,1,1,0,0,0,3,0,0.0,0.048780487804878,0.048780487804878,0.0,0.048780487804878,False,2025-26,2025,0.048780487804878,1,1845,,,0.048780487804878,,,529,,,,,,,,,,,,False,0.10684571462412261,0.0,0.11730210172722691,0.29003979110141764,0.05806522681924461,,
Jacob Bruun Larsen,Denmark,"MF,FW",Burnley,26,1998,28,10,1030,11.4,0,1,1,0,0,0,0,0,0.0,0.087719298245614,0.087719298245614,0.0,0.087719298245614,False,2025-26,2025,0.087719298245614,2,2279,1249.0,-219.0,0.2023644242500736,0.4316546762589928,,676,,,,,,,,,,,,False,0.35857905519371525,0.0,0.23616355558577184,0.6029555144626346,0.27085975694810127,,
Jacob Murphy,England,"FW,MF",Newcastle,30,1995,33,19,1617,18.0,3,2,5,3,0,0,2,0,0.1666666666666666,0.1111111111111111,0.2777777777777778,0.1666666666666666,0.2777777777777778,False,2025-26,2025,0.2777777777777778,5,7890,2360.0,-743.0,0.4238536881791111,0.7633587786259542,0.7575757575757576,900,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.44095227069997495,0.0,0.5391310146108341,0.6567660715559862,0.16317449292219716,1.0,0.0
Jacob Ramsey,England,MF,Newcastle,24,2001,28,15,1450,16.1,2,3,5,2,0,0,5,1,0.124223602484472,0.186335403726708,0.3105590062111801,0.124223602484472,0.3105590062111801,False,2025-26,2025,0.3105590062111801,5,9029,1623.0,-173.0,0.2861258110660147,0.2222222222222222,0.2105263157894736,576,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.20578693602686818,0.0,0.32046785048403686,0.484147538418839,-0.10477207018431192,0.8,1.25
Jadon Sancho,England,MF,Aston Villa,25,2000,23,9,876,9.7,0,2,2,0,0,0,0,0,0.0,0.2061855670103093,0.2061855670103093,0.0,0.2061855670103093,False,2025-26,2025,0.2061855670103093,5,6305,1764.0,-888.0,0.2322162849582886,0.3571428571428571,0.0,625,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.37866261762121123,0.0,0.3255843110669756,0.561745430535331,0.17247705061090193,,
Jaidon Anthony,England,MF,Burnley,25,1999,37,32,2722,30.2,8,2,10,8,0,0,4,0,0.2649006622516556,0.0662251655629139,0.3311258278145695,0.2649006622516556,0.3311258278145695,False,2025-26,2025,0.3311258278145695,3,4131,152.0,2570.0,0.2524965836224114,0.0,0.2857142857142857,625,,,,,,,,,,,,False,0.30592431765428,0.0,0.2423564269474312,0.5505404274251673,-0.025201510160289486,2.1,0.0
Jair Cunha,Brazil,DF,Nottingham,20,2005,9,6,517,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,517,,,0.0,,,400,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.0889784245744555,0.0,0.0599507694335699,0.3056846202021608,0.0889784245744555,3.0,0.0
Jaka Bijol,Slovenia,DF,Leeds United,26,1999,25,21,1890,21.0,1,2,3,1,0,0,4,0,0.0476190476190476,0.0952380952380952,0.1428571428571428,0.0476190476190476,0.1428571428571428,False,2025-26,2025,0.1428571428571428,1,1890,,,0.1428571428571428,,,676,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.043798914600539515,0.0,0.0646685415101167,0.18164958403730128,-0.09905822825660328,1.8,0.0
Jake O'Brien,Ireland,DF,Everton,24,2001,37,35,3120,34.7,1,1,2,1,0,0,6,1,0.0288184438040345,0.0288184438040345,0.0576368876080691,0.0288184438040345,0.0576368876080691,False,2025-26,2025,0.0576368876080691,2,4691,1571.0,1549.0,0.0765198298339508,0.1142857142857142,,576,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.09962151517804196,0.0,0.07311629190293335,0.14355311134538895,0.041984627569972864,0.2,0.0
James Garner,England,"MF,DF",Everton,24,2001,38,38,3413,37.9,2,7,9,2,0,0,12,0,0.0527704485488126,0.1846965699208443,0.237467018469657,0.0527704485488126,0.237467018469657,False,2025-26,2025,0.237467018469657,4,8815,1594.0,1819.0,0.1816810982379983,0.0564971751412429,0.0898203592814371,576,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.2517418290738786,0.0,0.35289699851658707,0.48896081787641404,0.014274810604221588,2.7,0.0
James Hill,England,DF,Bournemouth,23,2002,29,22,2106,23.4,0,3,3,0,0,0,5,0,0.0,0.1282051282051282,0.1282051282051282,0.0,0.1282051282051282,False,2025-26,2025,0.1282051282051282,3,2630,448.0,1658.0,0.1299145299145299,0.2,0.0,529,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.10847932537184195,0.0,0.10764692486604875,0.23794242268033894,-0.019725802833286246,4.0,0.0
James Justin,England,"DF,MF",Leeds United,27,1998,29,21,1901,21.1,2,1,3,2,0,0,4,0,0.0947867298578199,0.0473933649289099,0.1421800947867298,0.0947867298578199,0.1421800947867298,False,2025-26,2025,0.1421800947867298,4,7063,2912.0,-1011.0,0.1222215721074769,0.1234567901234568,0.0,729,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.0890038070027198,0.0,0.16577819424807677,0.27943392522540833,-0.05317628778401,4.0,0.0
James Milner,England,MF,Brighton,39,1986,20,7,784,8.7,1,1,2,0,1,1,2,0,0.1149425287356322,0.1149425287356322,0.2298850574712644,0.0,0.1149425287356322,False,2025-26,2025,0.2298850574712644,5,3493,170.0,614.0,0.1742274679078088,0.0,0.2325581395348837,1521,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.297656803996268,0.0,0.17451254719916995,0.5811530111516973,0.06777174652500359,,
James Tarkowski,England,DF,Everton,32,1992,37,37,3330,37.0,2,3,5,2,0,0,8,0,0.054054054054054,0.081081081081081,0.1351351351351351,0.054054054054054,0.1351351351351351,False,2025-26,2025,0.1351351351351351,5,16197,2922.0,408.0,0.1100370217075022,0.0615384615384615,0.0526315789473684,1024,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.09856558470792724,0.0,0.11666806296286798,0.13713503201003716,-0.036569550427207845,4.0,0.25
James Ward-ProwseJames Ward-Prowse,England,MF,West Ham,30,1994,18,12,1097,12.2,0,1,1,0,0,0,1,0,0.0,0.0819672131147541,0.0819672131147541,0.0,0.0819672131147541,False,2025-26,2025,0.0819672131147541,2,2536,1439.0,-342.0,0.1175378905041757,0.1886792452830188,,900,,,,,,,,,,,,False,0.21300495575542866,0.0,0.14109993986948782,0.3354756384084376,0.13103774264067455,,
Jamie Gittens,England,MF,Chelsea,20,2004,16,5,495,5.5,0,2,2,0,0,0,0,0,0.0,0.3636363636363636,0.3636363636363636,0.0,0.3636363636363636,False,2025-26,2025,0.3636363636363636,1,495,,,0.3636363636363636,,,400,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.2981804188797152,0.0,0.2492611605062355,0.5383758429901428,-0.0654559447566484,,
Jan Paul van Hecke,Netherlands,DF,Brighton,25,2000,36,36,3210,35.7,3,3,6,3,0,0,9,0,0.0840336134453781,0.0840336134453781,0.1680672268907563,0.0840336134453781,0.1680672268907563,False,2025-26,2025,0.1680672268907563,4,8832,2958.0,252.0,0.1255537676063333,0.060790273556231,0.0,625,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.17981769912288226,0.0,0.13135776907036,0.28483543393679406,0.01175047223212597,4.0,0.0
Jarrad Branthwaite,England,DF,Everton,23,2002,10,7,680,7.6,1,0,1,1,0,0,1,0,0.131578947368421,0.0,0.131578947368421,0.131578947368421,0.131578947368421,False,2025-26,2025,0.131578947368421,4,6695,2511.0,-1831.0,0.1107201244530222,0.03584229390681,0.0867052023121387,529,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.14022894978136327,0.0,0.07389082138881314,0.18442983002301,0.008650002412942281,4.0,0.0
Jarrod Bowen,England,"MF,FW",West Ham,28,1996,38,38,3403,37.8,9,11,20,8,1,1,4,0,0.2380952380952381,0.291005291005291,0.5291005291005292,0.2116402116402116,0.5026455026455027,False,2025-26,2025,0.5291005291005292,5,15611,2973.0,430.0,0.5585646724924208,0.6363636363636364,0.6567164179104478,784,,,,,,,,,,,,False,0.7404949843213873,0.0,0.714548042711901,0.866040802480594,0.2113944552208581,,
Jaydee Canvot,France,DF,Crystal Palace,19,2006,20,14,1336,14.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,1336,,,0.0,,,361,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.08409652420337828,0.0,0.04353801530341847,0.16997496795114658,0.08409652420337828,3.0,0.0
Jayden Bogle,England,"MF,DF",Leeds United,25,2000,34,32,2793,31.0,1,2,3,1,0,0,6,0,0.032258064516129,0.064516129032258,0.0967741935483871,0.032258064516129,0.0967741935483871,False,2025-26,2025,0.0967741935483871,2,5581,2788.0,5.0,0.0967741935483871,0.0967741935483871,,625,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.12029972911565563,0.0,0.13316177982415556,0.3408121542554984,0.023525535567268538,3.3,0.6
Jean-Clair Todibo,France,DF,West Ham,25,1999,23,22,1814,20.2,0,1,1,0,0,0,5,1,0.0,0.0495049504950495,0.0495049504950495,0.0,0.0495049504950495,False,2025-26,2025,0.0495049504950495,2,3639,1825.0,-11.0,0.033003300330033,0.0,,625,,,,,,,,,,,,False,0.06079539168920721,0.0,0.053556469231833576,0.11154898639402848,0.011290441194157709,,
Jean-Philippe Mateta,France,FW,Crystal Palace,28,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.4878048780487805,0.0,0.4878048780487805,0.3252032520325203,0.3252032520325203,False,2025-26,2025,0.4878048780487805,5,9063,2648.0,-430.0,0.5189576410764517,0.54421768707483,0.8267716535433072,784,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.6587846028304349,0.0,0.6165894612250891,0.8000811241043411,0.17097972478165446,0.7,0.0
Jean-Ricner Bellegarde,Haiti,"MF,FW",Wolves,27,1998,26,15,1248,13.9,1,1,2,1,0,0,5,0,0.0719424460431654,0.0719424460431654,0.1438848920863309,0.0719424460431654,0.1438848920863309,False,2025-26,2025,0.1438848920863309,3,3883,1677.0,-429.0,0.2348966839918205,0.4838709677419354,0.2830188679245283,729,,,,,,,,,,,,False,0.41893342932050487,0.0,0.28418136933673066,0.5905739600415658,0.275048537234174,,
Jefferson Lerma,Colombia,"MF,DF",Crystal Palace,30,1994,31,18,1733,19.3,0,2,2,0,0,0,7,0,0.0,0.1036269430051813,0.1036269430051813,0.0,0.1036269430051813,False,2025-26,2025,0.1036269430051813,4,9659,2274.0,-541.0,0.0885465190184423,0.0395256916996047,0.0749063670411985,900,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.05312114069821066,0.0,0.1201096188852538,0.2844317000849011,-0.05050580230697064,0.1,0.0
Jeremie Frimpong,Netherlands,"DF,MF",Liverpool,24,2000,21,12,1040,11.6,0,1,1,0,0,0,1,0,0.0,0.0862068965517241,0.0862068965517241,0.0,0.0862068965517241,False,2025-26,2025,0.0862068965517241,1,1040,,,0.0862068965517241,,,576,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.10035546074411074,0.0,0.13234814342284415,0.2367897642318699,0.014148564192386637,2.0,0.0
Jeremy Doku,Belgium,"MF,FW",Manchester City,23,2002,30,19,1784,19.8,5,5,10,5,0,0,0,0,0.2525252525252525,0.2525252525252525,0.5050505050505051,0.2525252525252525,0.5050505050505051,False,2025-26,2025,0.5050505050505051,3,4895,1516.0,268.0,0.5248000586983639,0.5357142857142857,0.6214689265536724,529,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.696083966407974,0.0,0.5979965219639263,0.7460305749191418,0.1910334613574689,,
Jhon Arias,Colombia,"FW,MF",Wolves,27,1997,23,14,1124,12.5,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,False,2025-26,2025,0.08,1,1124,,,0.08,,,729,,,,,,,,,,,,False,0.2042033354596641,0.0,0.18017696798781557,0.35868335006861524,0.1242033354596641,,
Joachim Andersen,Denmark,DF,Fulham,29,1996,33,33,2875,31.9,0,1,1,0,0,0,7,1,0.0,0.0313479623824451,0.0313479623824451,0.0,0.0313479623824451,False,2025-26,2025,0.0313479623824451,4,11988,3415.0,-540.0,0.0560421319556535,0.1319261213720316,0.0323624595469255,841,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.12991996884300672,0.0,0.12519132172160213,0.15423989028920332,0.0985720064605616,2.0,0.0
Joe Gomez,England,DF,Liverpool,28,1997,21,7,607,6.7,0,2,2,0,0,0,4,0,0.0,0.2985074626865671,0.2985074626865671,0.0,0.2985074626865671,False,2025-26,2025,0.2985074626865671,5,4709,519.0,88.0,0.2060827599799407,0.0,0.0505050505050505,784,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.2533554307044125,0.0,0.16247015651226424,0.3865634831876919,-0.04515203198215456,,
Joe Rodon,Wales,DF,Leeds United,27,1997,35,33,2951,32.8,2,0,2,2,0,0,3,0,0.0609756097560975,0.0,0.0609756097560975,0.0609756097560975,0.0609756097560975,False,2025-26,2025,0.0609756097560975,2,3040,89.0,2862.0,0.040650406504065,0.0,,729,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.10403620426037898,0.0,0.06234474703428727,0.17094104978646718,0.04306059450428148,1.4,0.0
Joe Willock,England,MF,Newcastle,25,1999,24,10,983,10.9,0,2,2,0,0,0,3,0,0.0,0.18348623853211,0.18348623853211,0.0,0.18348623853211,False,2025-26,2025,0.18348623853211,5,7084,1086.0,-103.0,0.1837328102358974,0.1652892561983471,0.2127659574468085,625,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.36445615935746495,0.0,0.2496235660840193,0.5673134246240613,0.18096992082535496,2.2,0.45
Joe Worrall,England,DF,Burnley,28,1997,11,5,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,3,3163,439.0,61.0,0.0044984255510571,0.0,0.0404858299595141,784,,,,,,,,,,,,False,0.11095343640413836,0.0,0.02957849054750218,0.13946298054375608,0.11095343640413836,,
Joelinton,Brazil,MF,Newcastle,28,1996,27,23,1951,21.7,2,1,3,2,0,0,10,0,0.0921658986175115,0.0460829493087557,0.1382488479262673,0.0921658986175115,0.1382488479262673,False,2025-26,2025,0.1382488479262673,5,10842,2393.0,-442.0,0.1743075905936487,0.2631578947368421,0.2112676056338028,784,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.16837404063770078,0.0,0.24142207895844334,0.3652812157731978,0.03012519271143349,,
John McGinn,Scotland,MF,Aston Villa,30,1994,30,28,2137,23.7,5,4,9,5,0,0,5,0,0.2109704641350211,0.1687763713080168,0.379746835443038,0.2109704641350211,0.379746835443038,False,2025-26,2025,0.379746835443038,5,13142,2223.0,-86.0,0.3262159971995467,0.2024291497975708,0.3003003003003003,900,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.20646703375795444,0.0,0.2936223335643756,0.5401311456767128,-0.17327980168508356,3.9,0.26
Jordan Henderson,England,MF,Brentford,35,1990,32,22,1919,21.3,1,3,4,1,0,0,6,0,0.0469483568075117,0.1408450704225352,0.1877934272300469,0.0469483568075117,0.1877934272300469,False,2025-26,2025,0.1877934272300469,3,6590,2074.0,-155.0,0.1714320155256127,0.0869565217391304,0.2422145328719723,1225,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.11716784681346645,0.0,0.18185543893095016,0.4046871441789819,-0.07062558041658046,,
Jordan Pickford,England,GK,Everton,31,1994,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,16740,3420.0,0.0,0.0065152872170416,0.0263157894736842,0.0,961,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,-0.018128240637595196,0.0,-0.003641251159456121,0.0007962415355272382,-0.018128240637595196,4.0,0.0
Jorge Cuenca,Spain,DF,Fulham,25,1999,15,11,938,10.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,1289,351.0,587.0,0.0,0.0,,625,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.09082128689802624,0.0,0.06375469540423709,0.16422552240195584,0.09082128689802624,1.0,0.0
Jorrel Hato,Netherlands,DF,Chelsea,19,2006,22,12,1148,12.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,1148,,,0.0,,,361,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.13372208896518156,0.0,0.08183785647167569,0.17616757167123234,0.13372208896518156,2.9,0.7
Josh Cullen,Ireland,MF,Burnley,29,1996,18,18,1514,16.8,2,2,4,2,0,0,2,0,0.119047619047619,0.119047619047619,0.238095238095238,0.119047619047619,0.238095238095238,False,2025-26,2025,0.238095238095238,2,3571,2057.0,-543.0,0.2315103625147293,0.2183406113537118,,841,,,,,,,,,,,,False,0.18119146473015885,0.0,0.2133806599617429,0.4147536605587048,-0.05690377336507915,,
Josh Laurent,England,"DF,MF",Burnley,30,1995,33,18,1764,19.6,1,0,1,1,0,0,7,1,0.0510204081632653,0.0,0.0510204081632653,0.0510204081632653,0.0510204081632653,False,2025-26,2025,0.0510204081632653,1,1764,,,0.0510204081632653,,,900,,,,,,,,,,,,False,0.09504104073187304,0.0,0.12579350909779158,0.19769681796167593,0.04402063256860774,,
Joshua Acheampong,England,DF,Chelsea,19,2006,17,8,666,7.4,1,0,1,1,0,0,1,0,0.1351351351351351,0.0,0.1351351351351351,0.1351351351351351,0.1351351351351351,False,2025-26,2025,0.1351351351351351,3,842,170.0,496.0,0.09009009009009,0.0,0.0,361,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.23018549905042468,0.0,0.11720689592409045,0.2493174036535002,0.09505036391528959,2.3,0.0
Joshua King,England,MF,Fulham,18,2007,32,15,1308,14.5,1,2,3,1,0,0,4,0,0.0689655172413793,0.1379310344827586,0.2068965517241379,0.0689655172413793,0.2068965517241379,False,2025-26,2025,0.2068965517241379,3,3686,130.0,1178.0,0.1734865900383141,0.0,0.32,324,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.34171002571495807,0.0,0.21469356236704976,0.5737023573224401,0.13481347399082017,3.8,0.52
Joshua Zirkzee,Netherlands,"FW,MF",Manchester Utd,24,2001,24,5,626,7.0,2,1,3,2,0,0,3,0,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.2857142857142857,0.4285714285714285,False,2025-26,2025,0.4285714285714285,2,2028,1402.0,-776.0,0.3711843711843712,0.2564102564102564,,576,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.473034076539927,0.0,0.38182139318516306,0.6112806220543612,0.044462647968498525,0.1,0.0
José Sá,Portugal,GK,Wolves,32,1993,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,14241,2609.0,-539.0,0.0025362815222306,0.0,0.029673590504451,1024,,,,,,,,,,,,False,-0.025976502118461538,0.0,0.002546141989779654,-0.011646993025468021,-0.025976502118461538,,
João Gomes,Brazil,MF,Wolves,24,2001,35,32,2829,31.4,1,1,2,1,0,0,10,0,0.0318471337579617,0.0318471337579617,0.0636942675159235,0.0318471337579617,0.0636942675159235,False,2025-26,2025,0.0636942675159235,4,9105,2974.0,-145.0,0.0820310176511954,0.1212121212121212,0.1020408163265306,576,,,,,,,,,,,,False,0.17729079592831934,0.0,0.18895982610102702,0.34396238294676995,0.11359652841239584,0.4,0.0
João Palhinha,Portugal,MF,Tottenham,30,1995,33,23,2198,24.4,5,2,7,5,0,0,8,0,0.2049180327868852,0.0819672131147541,0.2868852459016394,0.2049180327868852,0.2868852459016394,False,2025-26,2025,0.2868852459016394,3,8005,2699.0,-501.0,0.2379557033869222,0.1666666666666666,0.0869565217391304,900,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.25538439266502955,0.0,0.30048635294621423,0.4040480047971377,-0.03150085323660984,,
João Pedro,Brazil,"FW,MF",Chelsea,23,2001,35,31,2661,29.6,15,5,20,15,0,0,5,0,0.5067567567567567,0.1689189189189189,0.6756756756756757,0.5067567567567567,0.6756756756756757,False,2025-26,2025,0.6756756756756757,4,8298,1948.0,713.0,0.6623131320017127,0.7407407407407407,0.5286343612334802,529,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.540461973566303,0.0,0.5155941263668671,0.9173647704104647,-0.13521370210937267,4.0,1.5
Joël Veltman,Netherlands,DF,Brighton,33,1992,24,9,1058,11.8,1,0,1,1,0,0,5,0,0.0847457627118644,0.0,0.0847457627118644,0.0847457627118644,0.0847457627118644,False,2025-26,2025,0.0847457627118644,5,9405,1697.0,-639.0,0.0677209178582925,0.0,0.1136363636363636,1089,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.12271151784491939,0.0,0.08666289661346853,0.11658187906525903,0.03796575513305499,,
Joško Gvardiol,Croatia,DF,Manchester City,23,2002,18,16,1372,15.2,2,2,4,2,0,0,2,0,0.131578947368421,0.131578947368421,0.2631578947368421,0.131578947368421,0.2631578947368421,False,2025-26,2025,0.2631578947368421,3,6977,3277.0,-1905.0,0.22741364846628,0.1373626373626373,0.193050193050193,529,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.1553159517304297,0.0,0.22972891281576757,0.32206944636871065,-0.1078419430064124,3.8,0.52
Jurriën Timber,Netherlands,DF,Arsenal,24,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.1098901098901098,0.1831501831501831,0.293040293040293,0.1098901098901098,0.293040293040293,False,2025-26,2025,0.293040293040293,3,4942,2417.0,37.0,0.2284043919731652,0.1486988847583643,0.0,576,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.1362207769669401,0.0,0.17847210872126223,0.31548174605915524,-0.1568195160733529,0.5,0.0
Justin Devenny,Northern Ireland,"MF,FW",Crystal Palace,21,2003,21,7,796,8.8,1,0,1,0,1,1,0,0,0.1136363636363636,0.0,0.1136363636363636,0.0,0.0,False,2025-26,2025,0.1136363636363636,2,1303,507.0,289.0,0.1948051948051948,0.3571428571428571,,441,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.41563024176048446,0.0,0.24813974810960268,0.6558085767118235,0.3019938781241209,,
Justin Kluivert,Netherlands,MF,Bournemouth,26,1999,20,10,952,10.6,2,0,2,2,0,0,5,0,0.1886792452830188,0.0,0.1886792452830188,0.1886792452830188,0.1886792452830188,False,2025-26,2025,0.1886792452830188,3,5208,2340.0,-1388.0,0.3213641900859546,0.6923076923076923,0.3755868544600939,676,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.41873861502530346,0.0,0.2942597792666471,0.635927792262901,0.23005936974228466,3.3,0.31
Jørgen Strand LarsenJørgen Strand Larsen,Norway,FW,Wolves,25,2000,36,26,2307,25.6,4,1,5,3,1,2,4,0,0.15625,0.0390625,0.1953125,0.1171875,0.15625,False,2025-26,2025,0.1953125,1,2307,,,0.1953125,,,625,,,,,,,,,,,,False,0.32634949858205314,0.0,0.2720092951539932,0.6079885834105295,0.13103699858205314,,
Kai Havertz,Germany,"FW,MF",Arsenal,26,1999,12,7,581,6.5,2,3,5,2,0,0,1,0,0.3076923076923077,0.4615384615384615,0.7692307692307693,0.3076923076923077,0.7692307692307693,False,2025-26,2025,0.7692307692307693,5,9468,1875.0,-1294.0,0.7052753981897856,0.5769230769230769,0.68259385665529,676,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.7238030841680126,0.0,0.5895557984448547,0.9214787170691912,-0.04542768506275663,3.9,0.52
Kaoru Mitoma,Japan,"MF,FW",Brighton,28,1997,25,19,1721,19.1,3,1,4,3,0,0,5,0,0.1570680628272251,0.0523560209424083,0.2094240837696334,0.1570680628272251,0.2094240837696334,False,2025-26,2025,0.2094240837696334,4,8128,2603.0,-882.0,0.2959188529582106,0.4844290657439447,0.4242424242424242,784,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.47701401197605064,0.0,0.4797902630073206,0.6393452387424107,0.26758992820641725,,
Karl Darlow,Wales,GK,Leeds United,34,1990,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,2700,720.0,1260.0,0.0,0.0,,1156,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,-0.06749936532554199,0.0,-0.006569214940838184,0.0011521893771983818,-0.06749936532554199,,
